Product Category,Unit Price,Quantity,Discount(%),Pages Viewed,Time on Site (Sec),Added to Cart,Purchased
Beauty,1251.93,4,15,4,1097,1,1
Toys,1612.95,2,5,4,978,1,0
Sports,272.61,1,10,19,1173,0,0
Books,1441.24,2,0,2,1658,1,0
Home & Kitchen,1209.03,2,0,11,705,1,0
Books,1070.3,4,0,2,416,1,1
Beauty,857.98,3,0,23,794,1,1
Electronics,431.85,3,0,20,738,0,0
Groceries,403.76,4,20,8,103,1,1
Fashion,583.67,3,10,10,1507,0,0
Groceries,315.11,2,10,2,1430,0,0
Groceries,864.65,3,20,3,1712,1,0
Fashion,106.88,4,0,22,215,1,1
Beauty,1258.72,2,5,24,11,0,0
Groceries,288.11,2,10,11,966,0,0
Home & Kitchen,1200.62,4,10,9,476,1,0
Toys,1533.64,3,20,17,873,1,0
Toys,1015.97,2,20,17,60,1,0
Beauty,563.71,1,0,10,884,1,1
Home & Kitchen,802.22,2,30,16,1040,1,0
Electronics,331.18,1,15,18,1489,1,0
Toys,1956.2,2,0,3,332,1,0
Beauty,1631.15,1,0,17,1522,0,0
Toys,1443.53,2,10,21,1152,1,1
Electronics,192.84,4,0,2,1479,1,0
Books,1613.8,4,10,19,1347,1,0
Fashion,659.65,3,0,7,1528,1,0
Beauty,1609.44,1,5,18,398,1,1
Fashion,713.4,3,0,2,1105,1,0
Books,899.87,1,5,15,977,1,1
Sports,439.93,1,10,2,1582,0,0
Books,1063.73,4,10,18,147,0,0
Groceries,502.8,4,10,11,617,1,0
Home & Kitchen,1108.87,4,0,15,1716,1,0
Electronics,706.18,2,15,1,801,0,0
Home & Kitchen,1276.6,3,10,3,1226,1,0
Books,740.57,1,0,6,1440,0,0
Sports,144.22,3,15,12,1157,0,0
Home & Kitchen,1114.15,3,0,13,355,1,0
Electronics,207.59,3,20,14,1460,1,1
Toys,665.37,3,15,20,967,1,0
Home & Kitchen,409.23,4,5,23,1484,1,0
Sports,449.83,3,20,1,569,1,0
Groceries,228.95,3,0,21,448,1,0
Books,908.71,1,25,23,740,1,1
Books,780.99,4,10,12,1026,1,0
Sports,317.07,4,20,19,352,1,0
Books,1777.59,4,0,14,547,1,1
Fashion,793.05,1,30,23,891,1,1
Groceries,562.17,4,10,18,1117,1,1
Fashion,241.6,2,10,8,1690,1,0
Sports,379.2,2,5,21,536,1,1
Toys,473.62,2,10,15,180,0,0
Groceries,862.58,4,15,14,1159,0,0
Sports,153.99,3,0,9,221,1,1
Home & Kitchen,1071.94,4,10,2,1331,1,0
Home & Kitchen,541.67,3,10,16,202,0,0
Books,1611.09,3,0,8,431,1,1
Sports,194.55,3,30,7,241,0,0
Electronics,772.97,3,30,24,1469,1,0
Books,598.98,3,0,1,1271,1,1
Beauty,1334.26,4,20,17,334,0,0
Groceries,1085.03,3,0,7,314,1,0
Electronics,557.82,2,10,16,684,0,0
Toys,674.65,4,0,20,890,1,0
Fashion,236.38,4,20,1,132,1,1
Fashion,674.88,4,0,18,1098,1,1
Sports,198.68,2,15,4,505,0,0
Electronics,585.39,2,0,4,1197,1,0
Toys,1566,3,0,18,1423,1,1
Sports,442.29,1,5,3,1646,0,0
Fashion,303.33,2,5,15,179,0,0
Groceries,814.61,3,25,7,655,1,1
Sports,323.54,2,15,19,144,1,0
Sports,263.94,4,10,5,1538,1,1
Fashion,395.41,4,0,1,389,0,0
Books,1245.25,2,15,11,1750,1,1
Sports,405.23,4,0,13,1708,1,0
Fashion,684.57,3,20,17,488,0,0
Books,765.8,2,0,19,620,0,0
Home & Kitchen,918.12,4,10,24,138,1,0
Groceries,616.6,1,30,10,1733,1,0
Beauty,1517.21,3,25,21,1071,0,0
Electronics,330.61,3,20,22,872,1,1
Sports,411.61,2,0,5,1361,1,0
Toys,1870.26,2,0,1,625,1,0
Electronics,884.24,4,0,16,1476,1,0
Beauty,1244.33,1,0,20,1710,1,0
Groceries,638.65,1,15,21,861,1,0
Groceries,1035.74,2,10,22,1683,1,1
Books,1842.95,2,25,18,1364,1,0
Fashion,226.92,4,0,2,1753,1,0
Electronics,561.05,1,0,14,162,1,1
Beauty,247.34,3,10,13,276,1,1
Sports,117.55,1,0,10,1486,0,0
Sports,303.77,4,0,8,533,1,1
Beauty,1193.81,4,0,1,1477,1,0
Books,702.85,2,15,8,1114,0,0
Fashion,139.99,2,20,10,1671,1,1
Toys,1899.38,3,0,7,121,1,0
Beauty,268.11,3,0,12,1035,0,0
Toys,646.79,4,10,7,1636,1,1
Toys,1261.27,4,5,16,206,1,0
Books,1353.07,4,0,2,576,1,0
Books,572.85,1,0,9,493,0,0
Electronics,454.84,3,5,1,1353,0,0
Electronics,583.79,2,0,5,467,1,0
Groceries,1194.51,3,30,11,726,0,0
Books,1292.7,2,25,3,1543,1,1
Fashion,585.14,4,5,18,270,0,0
Fashion,217.69,2,10,18,1576,1,1
Toys,1078.56,3,0,7,1207,1,0
Electronics,324.32,1,20,6,72,1,0
Toys,1585.38,3,25,15,979,1,0
Fashion,321.7,4,15,12,1471,1,1
Books,1533.49,1,10,10,1327,0,0
Books,1605.5,4,15,9,1656,1,1
Books,1128.47,4,0,13,706,0,0
Electronics,707.81,2,20,22,1007,1,0
Fashion,630.48,1,0,17,1243,0,0
Beauty,1183.89,1,10,11,1313,1,1
Electronics,447.19,2,0,8,1693,1,0
Fashion,405.43,3,15,22,1002,1,0
Beauty,278.38,2,10,7,40,1,1
Books,1816.59,1,0,21,1618,0,0
Books,978.63,2,20,21,1624,1,0
Home & Kitchen,1428.1,1,15,17,849,1,0
Home & Kitchen,658.09,4,20,11,1744,0,0
Electronics,999.05,3,0,12,592,0,0
Electronics,298.52,4,5,17,1326,1,0
Sports,171.35,1,10,22,1170,1,0
Books,1906.56,4,15,12,637,1,0
Sports,298.35,1,0,11,820,1,1
Toys,1026.5,2,10,8,1202,0,0
Books,1883.72,2,0,5,321,1,0
Electronics,650.56,1,30,3,959,0,0
Electronics,850.5,1,20,21,141,1,1
Books,1967.87,4,0,13,985,1,0
Sports,164.23,3,25,20,1211,1,0
Toys,1941.53,2,0,17,864,0,0
Fashion,472.26,3,10,8,1050,1,0
Fashion,594.54,4,0,19,1404,0,0
Groceries,273.52,3,0,23,692,1,0
Electronics,572.21,4,0,6,874,1,0
Home & Kitchen,1324.7,4,15,9,343,1,1
Electronics,543.71,4,30,11,1261,0,0
Sports,316.23,3,0,24,306,1,0
Groceries,714.1,3,15,17,72,0,0
Toys,1444.62,2,0,24,854,1,0
Electronics,697.65,1,0,14,198,1,0
Electronics,987.55,4,15,2,440,1,1
Beauty,1293.76,4,0,24,1491,1,0
Electronics,467.69,3,0,11,1190,1,0
Groceries,1017.51,3,15,17,1498,1,0
Sports,172.58,2,15,11,1097,0,0
Electronics,823.62,4,0,2,1265,1,0
Beauty,1248.17,2,5,6,1458,1,0
Home & Kitchen,915.97,3,0,18,697,0,0
Home & Kitchen,1273.61,2,0,7,1543,1,1
Home & Kitchen,1476.31,4,0,11,1647,1,0
Electronics,158.72,4,10,17,1625,1,0
Fashion,315.08,1,20,19,543,0,0
Sports,403.83,2,0,20,1359,1,0
Electronics,688,4,5,1,596,1,0
Sports,304.1,3,5,14,316,0,0
Sports,479.94,3,0,19,727,1,1
Books,1271.18,1,5,11,569,0,0
Beauty,1005.51,1,5,6,80,0,0
Books,946.47,4,0,20,1646,1,1
Toys,1913.07,3,15,3,405,0,0
Groceries,956.68,2,15,17,1225,0,0
Sports,303.23,4,10,4,141,1,0
Toys,1177.19,2,0,9,898,0,0
Home & Kitchen,810.46,1,15,24,961,0,0
Toys,1113.62,3,0,10,414,1,0
Beauty,1497.16,1,0,11,1254,1,1
Toys,1971.78,2,25,18,415,0,0
Books,1931.06,4,25,13,1066,0,0
Books,1241.67,4,25,21,809,0,0
Electronics,801.61,2,5,11,1200,1,0
Fashion,593.21,2,20,6,721,0,0
Home & Kitchen,651.82,2,15,6,1477,1,0
Fashion,686.42,3,15,22,1105,0,0
Electronics,339.05,1,15,20,1765,0,0
Toys,543.55,2,0,17,566,0,0
Books,645.24,2,0,19,235,0,0
Electronics,994.59,3,20,6,373,1,0
Books,1677.6,1,5,5,275,1,0
Groceries,961.32,2,5,21,1291,0,0
Toys,1315.55,4,10,13,1521,1,0
Electronics,368.68,4,5,6,1246,1,0
Groceries,724.76,2,25,5,1028,1,0
Toys,805.27,2,5,15,452,0,0
Electronics,454.81,1,15,6,1719,1,0
Books,1526.77,3,30,18,1421,0,0
Home & Kitchen,1020.96,2,20,7,725,1,1
Toys,1764.58,2,10,23,1588,1,1
Sports,399.44,2,15,9,1329,1,0
Electronics,283.12,4,15,5,13,1,0
Sports,55.81,2,0,21,617,0,0
Fashion,749.17,1,0,6,904,1,1
Home & Kitchen,1109.92,2,0,12,1225,1,0
Toys,1299.05,3,10,3,560,1,0
Toys,1287.26,3,30,7,1123,1,0
Books,1429.69,2,5,5,1124,1,0
Sports,326.23,4,30,22,993,1,0
Groceries,323.81,3,30,1,691,0,0
Electronics,170.79,4,0,10,531,1,0
Sports,79.66,1,15,12,369,1,1
Toys,909.36,3,0,3,1542,1,0
Books,1193.74,1,15,17,615,1,0
Toys,364.42,1,0,14,213,1,1
Beauty,1708.86,4,0,4,1349,0,0
Sports,263.15,1,10,14,1548,0,0
Groceries,419.2,1,0,1,1340,0,0
Toys,777.24,1,15,10,474,1,0
Books,595.15,2,0,16,1053,1,0
Sports,115.04,4,0,11,1440,1,0
Home & Kitchen,414.21,3,5,13,955,0,0
Groceries,968.92,3,0,17,1723,1,0
Groceries,891.15,2,15,10,1518,0,0
Fashion,624.15,3,10,14,146,1,0
Beauty,570.69,1,15,3,1697,1,0
Home & Kitchen,741.32,1,0,13,884,1,1
Beauty,265.21,1,20,3,167,0,0
Books,573.87,2,15,7,1742,0,0
Fashion,182.98,1,0,11,639,0,0
Fashion,599.86,3,0,24,44,1,0
Sports,257.64,3,0,23,358,0,0
Fashion,122.95,3,0,15,48,1,0
Books,825.94,2,5,2,838,1,0
Home & Kitchen,928.38,4,0,23,867,1,1
Beauty,964.36,1,10,18,141,1,0
Beauty,1526.95,3,0,12,946,1,1
Beauty,1654.1,1,15,7,1732,1,1
Fashion,368.2,1,0,3,1144,1,0
Sports,476.51,4,10,13,1664,0,0
Books,653.81,3,15,4,1279,0,0
Beauty,694.04,4,15,4,807,0,0
Beauty,269.04,1,0,16,303,1,0
Sports,85.89,3,30,22,1089,0,0
Toys,772.6,4,15,6,397,1,0
Fashion,582.12,4,5,24,349,1,0
Books,1122.12,2,20,7,118,0,0
Fashion,384.35,2,10,8,1689,0,0
Groceries,883.23,2,10,13,68,1,0
Toys,1320.83,3,10,2,1415,0,0
Sports,463.61,2,5,10,686,0,0
Fashion,343.45,2,30,24,1706,1,0
Beauty,1702.06,1,0,12,1558,1,0
Home & Kitchen,1017.44,1,0,18,630,1,0
Electronics,222.24,2,5,5,1042,0,0
Groceries,879.18,3,0,16,1647,1,1
Electronics,697.27,3,20,8,742,1,1
Beauty,1256.56,1,10,22,1120,1,0
Electronics,347.19,3,0,8,169,1,1
Groceries,1123.53,2,0,3,1140,1,0
Electronics,829.22,1,20,10,1322,0,0
Sports,169.17,2,10,17,661,1,1
Beauty,1523.21,2,5,6,1615,1,0
Electronics,394.07,1,15,13,1377,1,0
Home & Kitchen,660.31,2,0,10,131,0,0
Home & Kitchen,897.68,4,10,7,1562,1,0
Books,778.31,4,0,14,1238,1,0
Home & Kitchen,1317.03,4,0,3,1377,1,0
Beauty,1565.37,4,0,7,1157,0,0
Groceries,936.2,1,0,20,377,1,0
Home & Kitchen,1248.37,4,0,15,1629,1,1
Beauty,847.71,1,15,4,1330,1,0
Toys,696.76,2,5,5,973,0,0
Fashion,787.39,4,30,6,741,0,0
Toys,717.69,3,20,20,251,1,1
Groceries,385.15,3,20,9,1232,0,0
Fashion,681.32,1,10,2,834,1,0
Books,1655.14,4,10,23,1503,0,0
Fashion,782.85,4,0,10,1735,1,1
Fashion,380.03,2,0,1,1449,1,0
Sports,304.38,2,0,11,1141,1,0
Toys,815.73,3,0,12,259,0,0
Electronics,645.86,4,0,22,165,1,0
Electronics,195.57,4,0,20,710,0,0
Fashion,542.79,1,0,21,913,1,0
Fashion,354.85,4,5,21,702,1,0
Home & Kitchen,931.28,3,10,6,1112,0,0
Beauty,1479.86,2,0,3,518,1,0
Toys,1858.03,3,10,3,320,0,0
Books,1283.51,4,15,17,838,1,0
Electronics,771.02,3,0,21,1471,1,0
Electronics,804.22,3,20,5,1371,0,0
Home & Kitchen,443.99,1,0,22,94,1,0
Books,663.26,4,5,19,526,0,0
Fashion,794.15,4,0,23,1315,1,0
Electronics,782.64,4,10,9,107,0,0
Home & Kitchen,729.8,3,0,10,829,0,0
Home & Kitchen,779.77,4,5,18,1604,1,1
Beauty,533.5,2,0,17,971,1,0
Books,1993.32,1,0,4,1475,0,0
Electronics,650.57,2,10,21,826,0,0
Fashion,211.2,3,20,4,424,0,0
Electronics,564.46,4,0,22,344,1,0
Beauty,1463.79,1,0,16,1749,0,0
Electronics,845.7,1,0,6,930,0,0
Fashion,306.1,2,20,5,416,0,0
Sports,228.35,1,0,14,37,0,0
Home & Kitchen,377.75,2,15,22,390,0,0
Fashion,116.15,1,0,20,1749,0,0
Sports,263.33,2,10,4,827,1,0
Sports,357.73,1,20,1,400,1,1
Books,1244.43,3,15,18,943,0,0
Beauty,1424.34,2,10,23,1238,0,0
Home & Kitchen,1137.01,1,10,7,1617,1,0
Toys,1850.35,2,0,20,920,1,1
Toys,1262.24,3,15,20,1048,1,1
Electronics,339.35,2,0,10,387,1,0
Sports,458.76,2,20,20,982,1,1
Books,1114.34,4,10,7,562,0,0
Books,1369.82,1,0,18,802,1,0
Sports,116.22,3,0,9,403,1,0
Books,1605.31,1,15,2,497,1,0
Sports,53.57,2,0,12,1580,0,0
Electronics,962.21,3,0,15,537,0,0
Toys,366.17,4,0,16,296,0,0
Fashion,443.07,1,0,4,596,1,0
Toys,1748.36,2,0,21,129,1,0
Home & Kitchen,384.96,4,0,20,1101,1,0
Books,818.25,4,0,23,1086,1,1
Home & Kitchen,765.48,4,20,3,770,0,0
Home & Kitchen,1264.87,2,0,23,642,1,0
Groceries,807.42,3,10,4,1563,0,0
Fashion,679.35,4,20,24,776,1,0
Books,1435.39,3,0,12,1679,0,0
Beauty,331.1,4,0,23,859,0,0
Toys,1022.61,3,5,18,1483,1,0
Beauty,1716.06,1,15,3,1739,1,0
Groceries,554.41,4,15,5,1324,1,1
Books,1759.43,3,30,14,221,0,0
Books,1719.44,3,0,21,594,1,0
Groceries,670.8,4,0,22,81,1,0
Toys,743.72,4,0,21,395,1,1
Books,612.57,2,5,14,1518,1,0
Toys,1425.36,4,20,14,678,0,0
Home & Kitchen,1185.67,3,15,5,1290,0,0
Electronics,207.69,1,10,15,1751,0,0
Toys,605.61,2,30,5,340,1,1
Books,1697.34,4,15,2,809,0,0
Sports,270.87,3,0,13,936,0,0
Sports,428.07,2,0,1,367,1,0
Beauty,547.8,3,0,9,139,0,0
Sports,400.93,2,10,3,1122,1,1
Electronics,974.07,3,25,2,1118,1,1
Beauty,836.48,4,20,10,694,1,0
Groceries,920.56,3,0,11,1106,1,0
Beauty,588.62,3,0,9,140,1,1
Fashion,757.4,1,0,11,1169,1,1
Electronics,803.22,3,0,3,407,0,0
Home & Kitchen,1388.91,2,10,17,514,1,0
Sports,432.08,3,30,23,1133,1,0
Groceries,369.61,2,0,23,988,0,0
Sports,369.65,3,25,15,728,1,0
Groceries,891.79,3,0,3,1087,0,0
Home & Kitchen,1403.97,2,0,21,1744,1,1
Electronics,862.91,2,0,19,250,1,0
Electronics,566.31,4,0,13,578,1,1
Groceries,500.28,2,0,22,1728,0,0
Beauty,858.92,1,0,24,1481,1,0
Electronics,686.5,2,10,6,1525,1,1
Home & Kitchen,1109.74,1,20,6,964,1,0
Electronics,430.98,4,0,10,1593,1,0
Books,1007.78,3,0,5,546,1,1
Books,726.22,2,10,9,1373,0,0
Beauty,727.9,2,30,11,1443,0,0
Toys,1738.79,3,0,9,1426,1,0
Beauty,893.82,3,0,16,1719,1,1
Toys,1149.33,4,0,21,848,0,0
Toys,1010.26,1,0,15,221,1,0
Beauty,1768.81,3,10,2,891,1,1
Toys,541.56,2,15,20,1238,1,0
Fashion,466.32,4,10,7,1520,1,0
Sports,199.97,4,10,11,461,1,0
Books,1048.99,1,0,11,168,1,0
Toys,342.83,2,10,4,1313,1,0
Groceries,573.4,1,0,23,348,0,0
Home & Kitchen,833.05,1,0,8,342,0,0
Sports,352.59,4,25,4,668,1,1
Electronics,815.25,1,10,16,1352,1,0
Electronics,628.97,3,0,8,785,1,0
Home & Kitchen,1466.99,1,0,9,879,0,0
Electronics,442.43,1,0,17,1505,0,0
Home & Kitchen,1054.93,4,15,7,597,1,0
Fashion,576.13,1,0,18,1766,0,0
Sports,361.72,3,0,5,979,0,0
Home & Kitchen,861.55,2,0,21,1454,0,0
Home & Kitchen,1448.74,4,0,3,821,1,1
Books,1050.96,2,10,7,187,1,1
Fashion,698.27,3,20,20,389,0,0
Toys,1862.74,3,20,16,987,0,0
Sports,464.95,2,0,1,1656,1,1
Books,655.97,1,15,11,1295,1,0
Electronics,903.26,2,5,10,1732,0,0
Home & Kitchen,1367.99,4,0,24,1004,1,0
Fashion,475.28,1,0,21,1068,1,1
Beauty,1305.66,4,30,19,804,1,0
Beauty,1670.32,1,0,19,427,1,0
Electronics,616.38,4,10,7,771,1,0
Home & Kitchen,760.09,4,5,4,1003,1,1
Groceries,395.38,4,0,15,1129,1,0
Groceries,1087.36,1,0,9,699,0,0
Beauty,591.33,4,30,23,1146,0,0
Groceries,221.66,2,0,6,1512,1,0
Toys,696.76,3,0,23,559,1,1
Sports,485.78,3,10,3,1718,1,0
Groceries,699.35,1,0,21,755,0,0
Groceries,450.36,1,0,4,794,0,0
Electronics,528.73,3,15,5,283,1,1
Fashion,757.46,4,0,18,1172,0,0
Home & Kitchen,417.62,3,20,11,1591,0,0
Home & Kitchen,717.87,2,0,6,701,1,0
Electronics,464.75,2,0,8,1566,1,0
Sports,102.66,3,25,11,1717,1,1
Electronics,251.92,1,10,1,1191,1,0
Home & Kitchen,652.09,3,15,22,545,1,0
Electronics,542.19,1,0,15,1754,1,1
Fashion,159.7,3,20,1,527,0,0
Home & Kitchen,381.47,1,30,19,882,1,0
Toys,1835.82,3,15,18,848,1,0
Beauty,362.98,3,0,11,1583,1,0
Groceries,1156.05,3,0,17,1729,1,0
Groceries,432.42,4,0,23,1342,1,1
Groceries,884.71,4,20,23,568,0,0
Sports,377.26,2,0,13,327,1,1
Beauty,1690.5,1,10,8,597,1,0
Toys,1670.81,4,10,20,1562,1,0
Books,1912.7,3,0,19,935,0,0
Toys,1802.18,1,20,1,311,1,1
Fashion,680.59,3,0,5,903,1,1
Beauty,559.65,4,0,12,1122,1,0
Groceries,502.12,2,0,1,799,1,0
Beauty,1679.79,1,5,7,319,1,0
Beauty,1524.48,1,0,10,182,0,0
Toys,1862.44,1,0,11,1716,0,0
Electronics,793.55,4,5,10,1726,1,0
Groceries,1183.59,2,0,20,1196,0,0
Home & Kitchen,1049.86,3,5,13,586,1,0
Sports,165.54,2,20,6,238,1,0
Toys,999.07,3,15,23,325,1,0
Beauty,253.62,3,0,20,205,0,0
Electronics,668.48,1,5,10,445,1,0
Books,1041.86,2,10,21,351,1,1
Toys,1029.07,1,0,11,1347,1,1
Books,1950.86,2,15,7,983,0,0
Beauty,1345.62,2,0,15,1485,1,0
Groceries,748.06,1,10,12,100,1,0
Toys,1220.39,1,0,17,780,1,0
Electronics,448.18,3,0,12,1685,1,0
Home & Kitchen,1002.68,3,25,10,146,1,0
Groceries,281.36,1,0,4,369,0,0
Fashion,121.78,4,10,15,1233,0,0
Toys,1258.2,3,15,23,899,1,0
Groceries,679.81,3,0,10,708,0,0
Sports,129.64,4,0,17,1270,1,1
Electronics,747.74,2,20,18,1589,1,0
Electronics,631.84,4,0,17,1349,0,0
Sports,265.48,2,15,2,1449,1,0
Fashion,650.85,4,10,19,907,0,0
Groceries,315.26,3,10,1,263,1,0
Toys,1122.34,1,0,4,209,1,0
Electronics,169.07,3,15,20,733,1,1
Sports,454.92,1,10,18,344,1,1
Beauty,1379.87,3,15,7,1448,1,0
Sports,364.15,2,10,6,1587,1,1
Toys,1901.78,3,15,19,1178,1,0
Electronics,937.84,4,0,21,76,1,0
Groceries,837.36,4,5,1,1522,1,1
Beauty,1420.32,1,0,9,737,0,0
Electronics,305.91,2,0,13,252,1,0
Toys,1568.07,4,15,21,788,1,0
Home & Kitchen,1156.75,3,0,2,771,1,1
Sports,367.66,2,0,16,1739,1,1
Beauty,275.75,4,5,2,358,1,0
Toys,1571.43,4,0,10,1455,1,0
Fashion,578.39,1,10,23,171,1,0
Groceries,401.17,3,10,11,1311,1,0
Sports,478.52,3,5,3,1175,1,1
Books,1472.72,1,0,15,877,1,0
Groceries,941.39,1,15,17,204,0,0
Electronics,772.95,3,20,1,1220,0,0
Groceries,278.5,1,0,14,38,1,0
Sports,300.06,4,0,4,453,0,0
Home & Kitchen,809.18,4,20,5,1351,0,0
Groceries,714.33,1,0,19,423,0,0
Home & Kitchen,1000.41,2,15,17,691,0,0
Beauty,1217.82,2,0,13,1243,0,0
Sports,442.67,3,0,16,765,1,0
Home & Kitchen,875.66,4,10,14,677,1,1
Beauty,1149.52,4,5,10,405,1,0
Groceries,346.67,4,30,11,921,0,0
Toys,678.27,3,10,18,1098,1,1
Groceries,1199.12,1,0,24,506,0,0
Groceries,196.5,3,0,19,600,0,0
Home & Kitchen,698.39,3,15,13,257,0,0
Electronics,715.95,1,0,9,865,0,0
Books,810.07,4,0,22,804,1,0
Books,627.92,1,0,14,182,1,0
Groceries,831.65,2,0,10,1780,0,0
Beauty,676.86,2,25,18,1646,1,1
Fashion,703.9,2,15,8,188,1,0
Sports,316.97,2,15,19,44,0,0
Toys,862.34,2,25,5,923,1,0
Electronics,243.35,1,15,9,441,1,0
Electronics,786.4,1,10,2,534,0,0
Sports,462.76,1,5,19,1371,0,0
Beauty,789.89,4,25,15,751,0,0
Home & Kitchen,1081.97,1,0,13,1224,1,0
Sports,466.95,1,5,13,1058,1,0
Books,1556.3,3,10,2,496,1,0
Groceries,607.96,2,0,12,721,1,1
Toys,1131.87,2,0,9,814,1,1
Home & Kitchen,1165.52,3,25,9,267,1,0
Beauty,422.68,2,0,15,1521,1,0
Fashion,639.69,4,10,10,639,0,0
Electronics,468.09,4,0,5,694,1,1
Electronics,672.39,1,25,17,985,1,0
Beauty,1629.22,3,0,7,799,1,1
Electronics,844.76,1,15,7,1334,1,0
Home & Kitchen,626.79,1,20,12,1678,0,0
Books,778.79,1,0,1,352,1,0
Books,1142.23,1,0,19,1095,1,0
Beauty,1237.4,4,0,14,984,1,1
Electronics,216.81,1,5,17,728,1,1
Books,1985.71,2,0,13,1591,1,0
Books,1890.5,2,15,11,855,1,1
Groceries,287.83,3,0,12,1770,1,0
Toys,321.47,3,10,2,321,1,0
Fashion,670.83,1,0,14,565,0,0
Beauty,288.04,4,0,24,909,1,0
Electronics,213.77,3,0,3,409,1,1
Home & Kitchen,997.26,2,0,1,337,1,0
Books,711.01,2,0,14,1506,1,0
Groceries,837.64,2,30,20,1084,1,0
Groceries,702.08,4,5,15,1723,1,1
Sports,235.7,4,15,10,313,0,0
Groceries,378.57,3,0,19,1621,1,1
Home & Kitchen,376.64,2,0,13,1355,1,0
Books,1797.82,1,0,22,685,0,0
Sports,350.22,1,15,16,1420,0,0
Sports,259.58,4,0,17,1302,0,0
Fashion,623.41,4,25,2,1726,1,1
Electronics,687.46,3,15,11,477,1,0
Books,988.51,2,15,22,86,1,0
Home & Kitchen,1204.98,2,30,9,1065,1,0
Beauty,1228.06,4,0,16,1418,0,0
Home & Kitchen,313.74,1,0,6,1145,0,0
Electronics,202.21,2,30,17,1483,0,0
Fashion,603.73,1,5,6,1339,1,0
Beauty,1584.14,4,25,19,1202,1,1
Home & Kitchen,1110.09,4,0,24,1771,1,1
Groceries,1103.86,4,25,9,1377,1,1
Toys,1655.08,4,30,14,1358,0,0
Books,1458.6,4,5,4,55,0,0
Groceries,261.6,4,10,21,12,0,0
Sports,105.18,2,10,17,1530,1,0
Beauty,402.98,4,10,1,812,1,0
Fashion,326,3,20,16,1235,0,0
Books,1408.32,3,0,8,1307,1,1
Sports,255.22,2,10,1,1259,1,1
Toys,1726.13,1,0,8,1635,1,0
Fashion,539.49,2,10,14,62,0,0
Books,1613.65,1,5,11,311,1,0
Books,800.31,1,10,11,1650,0,0
Fashion,364.41,2,0,17,182,1,1
Fashion,780.98,1,0,11,668,0,0
Fashion,697.71,1,0,19,687,1,0
Fashion,251.78,2,10,14,264,1,0
Sports,403,1,0,10,1219,0,0
Beauty,815.5,4,0,9,740,1,0
Fashion,708.42,3,20,19,1130,0,0
Groceries,1184.23,4,0,21,1429,1,0
Beauty,401.5,4,5,1,427,1,0
Electronics,282.67,3,30,8,488,1,0
Toys,373.44,3,15,13,722,0,0
Sports,251.28,1,0,6,1747,1,1
Books,1230.05,2,15,10,1269,1,1
Toys,1519.93,2,0,19,808,0,0
Electronics,604.65,1,15,17,1054,1,1
Electronics,307.54,4,5,18,193,1,0
Sports,66.09,4,0,12,1388,1,0
Beauty,588.66,4,0,10,425,1,1
Groceries,177.11,3,0,24,213,1,0
Toys,1040.48,1,20,4,1236,1,0
Fashion,431.66,3,0,19,1775,0,0
Toys,1214.5,2,0,24,1469,1,0
Groceries,585.82,3,5,18,1064,1,0
Books,915.89,1,10,4,1051,0,0
Electronics,297.42,2,20,23,10,1,1
Books,1883.14,2,10,6,1111,1,1
Books,1416.27,2,5,3,1292,0,0
Home & Kitchen,402.92,2,25,3,769,0,0
Home & Kitchen,1048.78,1,10,11,109,0,0
Electronics,931.46,2,5,12,1630,0,0
Groceries,668.93,3,20,16,366,0,0
Toys,1605.37,4,10,1,1563,1,1
Groceries,734.13,2,15,4,1159,1,0
Beauty,1625.71,4,15,3,1082,0,0
Sports,366.32,1,0,11,582,1,0
Home & Kitchen,631.96,4,0,22,621,0,0
Toys,574.65,4,0,9,1544,1,0
Home & Kitchen,1210.49,3,0,21,1701,0,0
Electronics,885.15,4,5,8,1599,0,0
Beauty,874.26,3,0,4,1333,1,1
Electronics,341.07,1,0,6,1248,1,1
Fashion,423.08,1,0,9,1379,0,0
Books,1597.93,1,0,21,1637,1,0
Electronics,964.39,4,20,23,572,1,0
Toys,1391.14,4,0,7,93,0,0
Groceries,595.31,1,0,8,808,1,0
Sports,252.94,4,0,13,745,1,0
Toys,810.13,2,0,20,1045,1,0
Toys,1941.91,4,10,10,879,1,0
Electronics,756.42,4,0,16,1254,1,1
Sports,437.78,1,20,15,608,0,0
Beauty,770.11,4,0,9,1324,1,1
Fashion,432.17,3,15,24,538,0,0
Fashion,320.07,2,15,5,747,1,0
Beauty,768.72,1,0,19,495,0,0
Toys,1519.85,4,15,12,800,0,0
Books,1872.22,3,5,11,1072,0,0
Toys,1736.71,3,10,14,879,1,0
Groceries,791.41,4,0,14,842,0,0
Home & Kitchen,600.33,4,30,2,1039,0,0
Home & Kitchen,1378.41,1,20,9,1445,1,1
Groceries,283.34,3,0,17,266,1,0
Beauty,329.56,3,0,24,849,1,1
Groceries,490.62,1,0,22,112,0,0
Toys,511.21,1,0,11,288,1,0
Sports,252.01,4,15,8,1782,1,1
Fashion,404.85,2,10,14,1353,1,0
Sports,195.43,3,10,8,1517,1,0
Sports,191.79,2,15,3,131,0,0
Books,1930.11,2,25,19,770,1,1
Home & Kitchen,376.7,1,0,9,888,0,0
Fashion,564.13,2,0,7,1342,1,1
Beauty,1031.78,1,0,21,487,0,0
